id,gap_exp,gap_gdbt,label
332,2.6,2.630002038,Train
2494,2.579,2.644451287,Train
1282,2.695,2.673271033,Train
285,2.749,2.740171731,Train
2631,2.707,2.786055878,Train
473,2.727,2.621756886,Train
1894,2.877,2.712087894,Train
3944,2.258,2.225875869,Train
4223,2.594,2.616814077,Train
4079,1.903,1.914151905,Train
3903,2.857,2.856817415,Train
3866,2.352,2.339158901,Train
3977,2.466,2.574265046,Train
3720,2.04,2.09971767,Train
1542,2.416,2.60182213,Train
2648,2.431,2.550354539,Train
4570,1.918,1.945646223,Train
3448,2.813,2.729414183,Train
2160,2.53,2.639978794,Train
3226,2.695,2.644602764,Train
3586,2.765,2.671881105,Train
3301,2.858,2.758835022,Train
2141,2.47,2.538878171,Train
2892,2.676,2.740038942,Train
3563,2.931,2.919861239,Train
3010,2.129,2.124306037,Train
4375,2.654,2.644797829,Train
4513,2.321,2.392806695,Train
290,3.169,2.75769623,Train
4731,2.357,2.349879804,Train
2338,2.087,1.991029959,Train
729,1.718,1.805028087,Train
4005,2.164,2.215677335,Train
3570,0.79,1.827887358,Train
1995,2.598,2.778184929,Train
4472,2.707,2.742828089,Train
1601,2.214,2.219659284,Train
2823,2.513,2.595420333,Train
914,2.839,2.77249213,Train
4849,2.546,2.463080779,Train
249,2.139,2.097643653,Train
3138,2.768,2.776588803,Train
749,2.544,2.593942844,Train
535,2.615,2.44770158,Train
509,2.302,2.261726273,Train
66,2.148,2.139928237,Train
188,3.028,2.973108199,Train
1794,2.228,2.251716501,Train
219,2.879,2.812257525,Train
1404,2.283,2.306552419,Train
1242,2.022,2.08501624,Train
1836,1.86,1.894210436,Train
244,1.907,1.831965982,Train
835,2.504,2.557167834,Train
4450,2.059,2.082086743,Train
3129,2.856,2.77226111,Train
1276,2.014,2.008894031,Train
2571,2.237,2.181817304,Train
1974,1.945,1.954545555,Train
3620,2.308,2.311375584,Train
1129,2.525,2.546861749,Train
596,2.926,2.918781598,Train
1284,1.853,1.767253357,Train
758,2.78,2.768795583,Train
3073,1.859,2.006808636,Train
654,1.715,1.863063964,Train
1496,3.031,3.176235703,Train
15,2.299,2.336519649,Train
2277,2.219,2.275691891,Train
743,1.998,2.035874396,Train
2400,2.535,2.536937604,Train
2858,2.318,2.352188516,Train
879,2.448,2.401541345,Train
2804,2.639,2.828897317,Train
4915,2.412,2.313298389,Train
3022,1.808,1.728654912,Train
3673,1.932,1.908532903,Train
144,2.226,2.292960025,Train
388,1.856,1.986906857,Train
4725,2.807,2.801370925,Train
4617,2.755,2.629716892,Train
3425,2.327,2.375082011,Train
2955,2.656,2.712847441,Train
4889,1.922,1.957339066,Train
2953,2.11,2.084599997,Train
3234,1.986,2.069945637,Train
4247,2.11,2.2428024,Train
1877,1.97,1.98096333,Train
1503,2.039,1.931175179,Train
3820,2.482,2.69780524,Train
4101,2.532,2.479337133,Train
1174,2.246,2.296252441,Train
2771,2.496,2.537702718,Train
688,2.555,2.52165115,Train
317,2.803,2.814477536,Train
1704,2.354,2.553056364,Train
2580,1.982,1.977926972,Train
2921,2.791,2.825241357,Train
2172,1.935,2.014155939,Train
4699,3.063,2.717150575,Train
1644,2.197,2.311676332,Train
2303,1.781,1.799239282,Train
4795,2.723,2.659517268,Train
1018,1.979,2.032450654,Train
1436,2.401,2.367941274,Train
177,2.398,2.579925564,Train
50,2.341,2.240561781,Train
1972,1.882,1.872827384,Train
958,1.859,2.00574193,Train
64,2.131,2.07563112,Train
3282,1.851,1.929241127,Train
2498,2.532,2.5050487,Train
2106,2.219,2.358732227,Train
2215,1.76,1.861397435,Train
4585,2.166,2.101180888,Train
3275,1.902,1.839488703,Train
3386,2.265,2.309680144,Train
1573,2.387,2.367236737,Train
1191,2.295,2.198186689,Train
4324,1.966,1.979776612,Train
3088,2.976,2.802335459,Train
399,3.022,2.750691958,Train
2670,2.533,2.614690138,Train
3986,2.433,2.468424434,Train
3697,2.153,2.107989062,Train
3992,2.804,2.806006038,Train
2340,2.035,2.102466108,Train
3732,2.358,2.331751954,Train
2620,2.395,2.37607734,Train
2636,2.43,2.380693751,Train
3504,2.481,2.437534743,Train
3864,3.031,3.041136641,Train
461,2.422,2.406979422,Train
4208,2.22,2.265750513,Train
4379,2.586,2.592748555,Train
2327,3.14,3.145618153,Train
3374,2.017,1.950119654,Train
2577,2.644,2.76626204,Train
2287,2.196,2.291036491,Train
1812,2.041,2.051216273,Train
4318,2.035,1.912441652,Train
3335,1.648,1.894136806,Train
899,1.922,1.955131776,Train
3016,2.662,2.585847865,Train
386,1.777,1.811249129,Train
4800,2.939,2.961321764,Train
305,2.193,2.181171933,Train
3996,1.885,1.857341072,Train
3653,2.608,2.682807118,Train
409,2.334,2.409939775,Train
1451,2.776,2.564224962,Train
3175,2.621,2.62644784,Train
191,2.414,2.376006601,Train
3332,2.697,2.583492733,Train
2374,2.782,2.954824573,Train
361,1.89,1.942636772,Train
200,2.376,2.374888788,Train
3871,2.182,2.140520873,Train
4951,2.795,2.86102067,Train
3767,2.892,2.776153876,Train
3683,2.023,1.905489712,Train
2228,3.053,2.982938549,Train
3584,2.927,2.901880238,Train
2445,2.084,2.074836295,Train
426,2.644,2.492022613,Train
2530,2.363,2.475781516,Train
4909,1.995,2.01227685,Train
4779,2.336,2.285064871,Train
2791,2.918,2.844062829,Train
3990,2.917,2.884520365,Train
3664,2.638,2.714587136,Train
1287,2.761,2.698851665,Train
2838,2.299,2.249927313,Train
1574,2.132,2.251102246,Train
4714,2.204,2.216313025,Train
1373,2.582,2.585382518,Train
959,2.229,2.325579602,Train
71,2.6,2.666128992,Train
2730,2.287,2.286132238,Train
1334,2.192,2.277787903,Train
169,2.132,2.219790589,Train
2864,3.163,3.017209297,Train
951,2.104,2.075127051,Train
1342,2.112,2.270267405,Train
1895,2.569,2.480463968,Train
97,2.903,2.85811446,Train
2047,2.629,2.666543724,Train
2452,2.824,2.665139024,Train
1183,1.972,1.941621833,Train
3054,2.775,2.726376864,Train
4457,2.164,2.050840086,Train
1577,2.463,2.42719774,Train
2884,0.294,1.776438804,Train
2784,2.977,2.966402565,Train
3600,1.798,1.738061023,Train
1093,2.52,2.597026303,Train
2224,2.514,2.611621434,Train
316,1.944,1.927448347,Train
2423,2.108,2.038283817,Train
132,1.917,1.873352222,Train
1770,2.602,2.648345204,Train
1494,2.502,2.442704394,Train
2724,2.736,2.749383766,Train
1667,2.137,2.133806488,Train
299,2.56,2.580028229,Train
616,3.039,3.030550631,Train
3550,2.923,2.908020471,Train
3791,2.698,2.762033438,Train
1059,2.73,2.613043491,Train
3487,2.988,3.118317601,Train
4466,2.956,3.078752245,Train
4562,2.523,2.436242385,Train
3663,2.689,2.744474274,Train
4535,1.856,1.893756695,Train
703,2.844,2.797038593,Train
1128,2.122,2.19934897,Train
2219,2.387,2.358504931,Train
3381,2.771,2.687030705,Train
2417,1.823,1.846558084,Train
414,2.492,2.504333002,Train
3534,2.775,2.737462164,Train
211,1.791,1.936515779,Train
2193,2.76,2.735275558,Train
2270,2.203,2.282568258,Train
2991,2.522,2.48909996,Train
4521,1.162,1.985770907,Train
1646,2.787,2.858081079,Train
940,1.96,1.935571968,Train
5004,3.069,3.009013388,Train
3884,2.868,2.866256374,Train
713,2.753,2.80992675,Train
1078,2.086,2.133960227,Train
3839,1.87,2.012402783,Train
3440,2.681,2.66041281,Train
1955,2.822,2.684267834,Train
4302,2.649,2.860631138,Train
779,2.126,1.816751692,Train
796,1.957,1.937414431,Train
2464,3.042,3.030156446,Train
4532,2.388,2.314563344,Train
3813,2.661,2.62378713,Train
4842,1.924,1.914113612,Train
936,2.275,2.130856421,Train
351,2.534,2.672276573,Train
2855,2.916,2.961926608,Train
1733,2.569,2.530494198,Train
365,1.896,1.928475252,Train
4587,2.4,2.267897966,Train
3352,2.352,2.49106036,Train
5014,2.503,2.479173127,Train
1015,3.022,3.012659982,Train
1081,2.388,2.50103219,Train
2381,2.43,2.480964001,Train
3844,2.608,2.654416606,Train
744,2.434,2.438924048,Train
686,2.831,2.867724219,Train
963,1.898,1.880837148,Train
677,1.868,1.821374612,Train
3956,2.754,2.772675254,Train
3548,2.437,2.408845038,Train
1719,2.117,2.117954778,Train
2889,2.842,2.815243168,Train
1235,2.845,2.744392038,Train
2985,2.503,2.36654871,Train
2433,2.47,2.480319573,Train
2166,2.388,2.392098311,Train
3461,1.81,1.875392195,Train
4656,2.108,1.947164334,Train
1236,2.413,2.421479975,Train
1037,2.854,2.813198544,Train
2455,2.26,2.372087682,Train
2657,2.232,2.162652906,Train
3685,1.934,1.875738097,Train
3573,2.42,2.415774695,Train
458,2.529,2.45314447,Train
4544,1.888,1.928063665,Train
955,2.194,2.22593874,Train
924,2.218,2.082848223,Train
3856,2.735,2.689235587,Train
2470,2.115,2.047875105,Train
574,2.44,2.427272452,Train
3491,1.848,1.852925581,Train
719,2.725,2.776253291,Train
1195,1.812,1.824751815,Train
1074,1.95,2.015932722,Train
4265,2.147,2.15681554,Train
4206,2.2,2.1481057,Train
3305,2.507,2.779971586,Train
2917,2.595,2.758024065,Train
3075,3.057,2.802555806,Train
1553,2.71,2.730541623,Train
2549,1.688,1.859185911,Train
3076,2.188,2.110434191,Train
1032,2.099,2.052024939,Train
1856,1.965,1.987539825,Train
4018,1.672,1.763035739,Train
547,2.554,2.550587676,Train
793,2.01,2.187827761,Train
1501,2.375,2.357276676,Train
1572,2.004,1.977512941,Train
3481,2.787,3.016318819,Train
330,2.952,2.91581008,Train
4536,2.231,2.169763751,Train
2613,2.389,2.47523032,Train
1713,2.496,2.424362069,Train
4465,2.028,2.11173038,Train
2217,2.654,2.721573614,Train
2510,1.877,1.920156166,Train
710,2.029,1.967777484,Train
4717,2.174,2.149597655,Train
1101,2.042,1.970876541,Train
4885,2.542,2.326884772,Train
4565,2.509,2.680488311,Train
356,2.079,2.218914509,Train
3495,2.148,2.102839144,Train
493,2.643,2.590104258,Train
3040,2.44,2.461351191,Train
69,2.087,2.003721203,Train
1313,2.391,2.369055463,Train
4359,2.49,2.408295091,Train
2543,2.572,2.544056984,Train
1618,2.839,2.780542598,Train
4830,2.592,2.445226353,Train
1535,1.716,1.674600914,Train
175,2.408,2.349532866,Train
981,3.056,2.972540547,Train
2998,2.413,2.430896213,Train
826,2.717,2.724503727,Train
1254,1.864,1.847727872,Train
3051,2.416,2.320415727,Train
2010,2.302,2.382381684,Train
2922,2.545,2.659023288,Train
3113,2.465,2.686040922,Train
764,2.765,2.790523823,Train
4824,2.089,1.971793126,Train
1600,2.966,2.856981569,Train
2,1.806,1.95317786,Train
800,1.618,1.773756461,Train
786,1.763,1.801735431,Train
2996,2.84,2.75775298,Train
4943,2.518,2.550319373,Train
674,2.843,2.719787545,Train
2655,1.99,2.002260154,Train
2493,2.083,2.049015276,Train
4221,2.615,2.606431767,Train
3865,2.385,2.413592253,Train
238,2.28,2.341206829,Train
427,1.956,1.966370234,Train
2450,2.293,2.396854996,Train
204,2.662,2.611969263,Train
923,2.058,1.918218005,Train
240,2.51,2.491388604,Train
2473,1.788,1.79616238,Train
1927,1.989,2.063279261,Train
4873,2.574,2.743177182,Train
670,2.728,2.583790606,Train
3943,1.895,1.904108289,Train
4376,2.433,2.423934362,Train
694,3.085,3.126026788,Train
1023,2.807,2.818784905,Train
3035,2.282,2.29878231,Train
4250,2.53,2.43838975,Train
1044,1.991,1.992861305,Train
366,1.956,1.953248284,Train
4782,2.485,2.457236262,Train
1140,1.975,2.326452425,Train
3920,2.383,2.336289028,Train
259,2.746,2.734817828,Train
3111,2.967,2.77429489,Train
3014,2.709,2.736250408,Train
3838,2.448,2.460247535,Train
1214,2.861,2.876323825,Train
163,2.453,2.444466249,Train
4510,2.342,2.258971491,Train
1583,2.898,2.857622101,Train
264,1.924,1.934073874,Train
385,2.316,2.379734866,Train
1943,3.189,3.095935464,Train
3595,2.977,2.765309449,Train
4946,1.952,1.878231552,Train
5011,1.822,1.878529762,Train
701,1.97,2.011290487,Train
4512,3.136,2.80641173,Train
3714,2.12,2.051580405,Train
272,1.984,1.964235477,Train
2768,1.901,1.798953803,Train
3579,2.402,2.589427226,Train
1395,2.698,2.655424462,Train
277,2.662,2.840437983,Train
1151,2.933,2.810576135,Train
3202,3.164,3.18786402,Train
1886,2.196,2.164786356,Train
1446,2.339,2.336380845,Train
4468,1.9,1.980040956,Train
3741,2.773,2.744691941,Train
4327,2.405,2.416227643,Train
3067,2.742,2.75180646,Train
2143,2.573,2.512389297,Train
1094,2.493,2.243202699,Train
4751,2.319,2.276824428,Train
4010,2.482,2.484569343,Train
2902,2.679,2.739403755,Train
964,2.835,2.813558795,Train
4148,2.341,2.461687249,Train
179,2.81,2.898529325,Train
3080,2.737,2.750146582,Train
2578,2.479,2.501626112,Train
2875,2.744,2.695361604,Train
3908,2.014,2.075377082,Train
1952,2.205,2.283990942,Train
2157,2.336,2.451142178,Train
105,2.302,2.309914525,Train
999,1.836,1.79570052,Train
488,2.703,2.736660679,Train
1341,2.187,2.333407321,Train
3766,2.789,2.391119862,Train
2041,2.431,2.370216373,Train
2139,2.943,2.992886483,Train
4460,2.444,2.411477849,Train
4331,2.135,2.133805233,Train
2019,2.523,2.531936467,Train
4593,3.15,2.95694596,Train
3826,2.272,2.250332159,Train
1602,1.84,1.899026686,Train
1157,2.046,1.896771739,Train
4608,2.388,2.333446964,Train
1052,2.725,2.702763054,Train
1149,2.153,2.038748116,Train
1762,2.85,2.788701119,Train
2769,2.092,2.06203741,Train
3213,2.654,2.624811577,Train
1994,2.029,2.088110136,Train
3377,2.688,2.65780754,Train
1225,2.833,2.747384224,Train
68,3.098,3.053906004,Train
2042,2.131,2.100194862,Train
1555,2.485,2.492751735,Train
4362,2.705,2.683924957,Train
1660,2.582,2.616084976,Train
4321,2.227,2.228929086,Train
1548,2.304,2.19153399,Train
4625,1.79,1.904733101,Train
975,2.635,2.659313984,Train
76,2.629,2.6023984,Train
2744,2.684,2.60730515,Train
1560,2.683,2.618536678,Train
2799,2.835,2.853348451,Train
4113,1.972,1.997115676,Train
2004,2.16,2.326916543,Train
4708,2.739,2.712044326,Train
1899,2.224,2.338928298,Train
2551,2.255,2.282228893,Train
2586,2.573,2.555077121,Train
1948,2.584,2.664689237,Train
1255,1.837,1.941899943,Train
1728,2.297,2.364445971,Train
2465,2.031,2.045011987,Train
3079,2.115,2.056472741,Train
2057,2.724,2.810150869,Train
3640,2.15,2.096566475,Train
1911,3.018,2.590169881,Train
3934,1.804,1.853503402,Train
618,2.695,2.756985996,Train
1310,2.66,2.646591215,Train
4179,2.916,3.00317948,Train
2117,2.786,2.779740299,Train
4068,1.85,1.931156587,Train
4769,2.259,2.111347612,Train
3551,2.474,2.494357048,Train
4917,1.95,1.983979859,Train
846,2.423,2.375468927,Train
3819,2.06,2.076659751,Train
4645,1.858,1.918379542,Train
300,2.806,2.793039139,Train
4763,2.77,2.843219698,Train
1732,2.27,2.371133281,Train
51,1.887,1.912763476,Train
3626,2.377,2.319369221,Train
874,2.211,2.315792187,Train
2299,2.498,2.495334563,Train
2480,2.273,2.215791183,Train
2370,2.813,2.86925134,Train
2110,2.634,2.60616919,Train
2819,2.455,2.56263505,Train
4954,2.099,2.176723334,Train
4972,1.992,2.033854002,Train
4869,2.652,2.732123229,Train
3981,2.82,2.80618403,Train
1898,3.074,2.980232635,Train
1079,2.201,2.23394122,Train
850,2.357,2.356763768,Train
228,2.876,2.730184596,Train
2085,2.759,2.691909204,Train
4793,1.989,2.041193588,Train
3265,2.556,2.554607362,Train
4983,1.894,1.909417558,Train
3031,1.989,2.076193708,Train
1914,2.907,2.809141178,Train
1699,2.216,2.072573338,Train
1048,1.994,1.97121281,Train
235,2.403,2.304674717,Train
1751,2.918,2.635910898,Train
3757,2.649,2.570366803,Train
2039,2.611,2.609959865,Train
1347,2.812,2.679810892,Train
1811,1.926,2.068487379,Train
297,2.37,2.253529674,Train
3746,2.377,2.300093641,Train
3056,2.568,2.559494325,Train
2185,2.896,2.900322001,Train
2448,2.731,2.727359988,Train
353,2.398,2.47276253,Train
3390,2.103,2.058368213,Train
1775,2.359,2.560919081,Train
3936,2.675,2.665591023,Train
856,2.737,2.680013393,Train
1917,1.461,1.541713927,Train
2869,2.599,2.460854688,Train
3955,1.845,1.959020983,Train
2507,2.907,2.614112674,Train
1554,2.221,2.384813313,Train
2574,2.236,2.246157995,Train
4678,2.545,2.42659158,Train
3039,2.716,2.567318,Train
972,2.489,2.463415425,Train
4798,1.928,1.938291858,Train
419,2.416,2.361174228,Train
411,2.429,2.532260717,Train
2384,2.175,2.280647994,Train
2258,2.766,2.646155035,Train
2101,1.88,1.932851163,Train
4823,2.895,2.920396839,Train
2644,2.278,2.341309507,Train
791,2.311,2.401942706,Train
1317,1.783,1.898675424,Train
1693,2.356,2.325599322,Train
1647,2.591,2.745690999,Train
657,2.875,2.972294157,Train
2031,2.462,2.366953996,Train
3432,2.374,2.283890203,Train
4892,2.518,2.464696147,Train
313,1.912,1.854519723,Train
943,2.258,2.32705742,Train
3896,1.907,1.856254118,Train
1656,2.817,2.839919464,Train
4814,1.944,1.93614899,Train
1036,1.938,1.78640725,Train
1703,2.79,2.863466791,Train
503,1.685,1.903289091,Train
320,2.056,2.088615138,Train
3681,1.824,1.997640299,Train
2174,2.344,2.310511022,Train
1311,1.923,1.952484921,Train
954,2.347,2.14714415,Train
4576,2.331,2.429868171,Train
3812,2.448,2.367491273,Train
4296,2.084,2.046024814,Train
2146,2.824,2.720040459,Train
4910,1.922,1.996245285,Train
40,2.77,2.724781885,Train
1832,2.282,2.246068988,Train
4192,2.691,2.6373561,Train
3397,2.297,2.111776422,Train
2161,2.148,2.073238663,Train
454,1.913,1.87199167,Train
4425,2.767,2.704295682,Train
722,2.162,2.178546998,Train
2676,2.598,2.652508144,Train
2155,2.729,2.788552494,Train
3756,3.058,2.988026855,Train
3581,2.9,3.032950974,Train
3302,1.614,1.823132492,Train
2661,2.48,2.467085081,Train
4582,2.364,2.34823921,Train
2895,2.799,2.71173083,Train
4401,1.744,1.867720262,Train
681,2.196,2.311917547,Train
1100,1.893,1.919209435,Train
3030,2.318,2.28793301,Train
702,2.281,2.302618139,Train
1825,2.706,2.731386952,Train
3963,2.972,2.915808467,Train
1397,2.79,2.770641125,Train
3768,1.897,1.885121369,Train
1112,2.481,2.361732262,Train
652,2.571,2.554789679,Train
4291,2.562,2.510980352,Train
3158,2.465,2.510667551,Train
1110,2.742,2.689136895,Train
4058,2.54,2.61187025,Train
4090,2.606,2.588548266,Train
2916,2.572,2.562006495,Train
4600,2.058,1.885334571,Train
529,1.984,2.142795815,Train
3385,2.375,2.346984156,Train
3564,2.07,2.105488845,Train
1388,2.219,2.282411354,Train
413,2.49,2.622708021,Train
937,2.799,2.731361885,Train
1184,3.018,2.917517063,Train
4341,2.28,2.261420116,Train
4084,2.585,2.597658773,Train
3322,2.831,2.689307953,Train
1860,1.989,2.071620028,Train
3501,2.614,2.575305557,Train
711,2.778,2.772999581,Train
3880,2.402,2.334265237,Train
3254,3.061,2.885632311,Train
3789,3.217,3.110774048,Train
3924,2.168,2.219751903,Train
1945,2.324,2.385943996,Train
564,2.669,2.538198206,Train
2696,2.239,2.140798374,Train
2092,2.369,2.280163164,Train
746,2.939,2.91019735,Train
4828,2.278,2.374098521,Train
655,2.761,2.761565821,Train
2840,2.551,2.41667368,Train
323,3.066,2.932711442,Train
3287,2.299,2.410286071,Train
4153,2.012,1.941289093,Train
4511,2.695,2.637435928,Train
1137,1.956,2.040846794,Train
2818,2.135,2.165065639,Train
425,2.487,2.511976754,Train
2612,2.601,2.654737185,Train
4357,2.441,2.384053845,Train
1947,2.812,2.729870901,Train
4808,2.07,2.04064061,Train
3149,2.18,2.379745034,Train
2672,1.92,1.938092412,Train
600,1.879,1.87939041,Train
1798,2.987,2.873261884,Train
2629,2.113,2.0377152,Train
3012,2.654,2.703003727,Train
4451,2.435,2.68516505,Train
2517,2.765,2.720569964,Train
1038,2.409,2.422670522,Train
783,1.923,1.882559344,Train
1268,2.997,2.887183864,Train
4818,2.659,2.685398724,Train
3909,2.752,2.712592735,Train
4407,1.854,2.004402067,Train
121,1.971,2.042813023,Train
778,2.197,2.171378261,Train
984,2.586,2.641919135,Train
4154,2.42,2.436865292,Train
3473,1.657,1.723630411,Train
745,2.511,2.501405981,Train
3572,2.609,2.514616753,Train
2951,2.927,2.819329679,Train
1764,2.71,2.735521881,Train
3771,2.33,2.222875545,Train
4985,2.625,2.572782824,Train
1171,2.301,2.203641723,Train
4858,2.156,2.104825732,Train
1425,1.941,1.964752206,Train
176,2.234,2.264292226,Train
3326,2.379,2.377931838,Train
3281,2.042,2.248778848,Train
2707,3.173,3.173903107,Train
82,2.604,2.547312196,Train
805,2.689,2.710697121,Train
4947,2.042,2.005267005,Train
2094,3.008,2.857838893,Train
1878,1.943,2.111258995,Train
141,2.309,2.236056736,Train
2000,2.829,2.847528351,Train
3294,2.443,2.346714843,Train
1318,3.217,3.114423776,Train
1058,1.944,1.879425803,Train
4244,2.619,2.553458234,Train
4338,1.855,1.850485012,Train
4054,2.399,2.3754633,Train
515,3.043,2.974068478,Train
1199,2.516,2.809742779,Train
2169,1.909,1.876628303,Train
2310,2.048,2.020182592,Train
2806,2.079,2.09160284,Train
4689,2.703,2.664377014,Train
4622,2.424,2.57760864,Train
2254,2.94,2.691016417,Train
838,2.191,2.218584375,Train
1739,2.182,2.162084303,Train
1194,2.784,2.751766209,Train
232,2.648,2.696138874,Train
4424,2.324,2.412212748,Train
4172,1.838,1.814900421,Train
2361,2.814,2.76663461,Train
1355,2.585,2.618334833,Train
1462,2.477,2.181231374,Train
2183,2.018,2.012458384,Train
1818,2.102,2.02343801,Train
1424,2.677,2.750948647,Train
4768,2.58,2.631340085,Train
820,1.933,1.921508106,Train
886,2.546,2.425813852,Train
393,2.537,2.566164699,Train
2824,2.75,2.599982423,Train
1780,1.844,1.965487756,Train
2462,3.358,3.187985842,Train
2658,1.892,1.875751098,Train
4596,2.163,2.075129044,Train
476,2.188,2.310332536,Train
4310,1.838,1.855961693,Train
456,2.506,2.598044172,Train
108,2.435,2.511698205,Train
3879,2.397,2.176973746,Train
762,2.559,2.756150984,Train
4504,1.926,1.912455613,Train
2198,2.272,2.347851902,Train
789,3.046,3.096058094,Train
4495,2.028,2.062754248,Train
2319,2.542,2.495084144,Train
11,2.596,2.642067607,Train
1138,3.037,2.851904659,Train
3247,2.38,2.255788442,Train
3100,2.259,2.246239026,Train
1278,2.042,1.923348918,Train
3852,1.949,2.038796513,Train
672,1.795,1.807720405,Train
2486,2.49,2.506575409,Train
1944,2.721,2.809579887,Train
1905,2.917,2.921305234,Train
2025,2.01,2.024347367,Train
3389,2.107,2.107246198,Train
4595,2.364,2.39774634,Train
4801,2.667,2.599486851,Train
700,2.778,2.70166911,Train
4949,3.044,2.983937171,Train
3407,2.977,2.978249283,Train
669,2.192,2.006017797,Train
2362,2.125,2.048641484,Train
119,2.028,2.009401715,Train
4209,2.492,2.48610106,Train
274,2.307,2.395959143,Train
3095,1.377,2.045786794,Train
1396,2.455,2.4692434,Train
4684,2.496,2.268506588,Train
3007,2.677,2.659867014,Train
3382,3.215,3.186984309,Train
1633,2.554,2.5615033,Train
2729,2.722,2.816694072,Train
4685,1.828,1.847455376,Train
215,2.727,2.681623275,Train
1587,1.915,1.953315594,Train
1231,3.075,3.057066882,Train
392,2.395,2.481363817,Train
27,2.564,2.558033779,Train
4406,2.686,2.740478878,Train
752,2.651,2.615534838,Train
1810,1.814,1.709411702,Train
4922,2.77,2.821917083,Train
478,2.716,2.737556371,Train
3805,2.097,2.107162198,Train
4431,1.868,1.940980587,Train
909,1.987,1.975060466,Train
3147,3.316,3.123140301,Train
3779,2.319,2.424972746,Train
4514,2.044,1.993551387,Train
4111,2.701,2.841516932,Train
2485,3.208,3.09615932,Train
2816,2.611,2.701033577,Train
2151,2.781,2.843272631,Train
2180,2.762,2.938091738,Train
2331,2.907,2.943602761,Train
3514,1.978,1.904697538,Train
563,2.677,2.67873635,Train
2793,1.911,1.948860973,Train
921,2.106,2.117677019,Train
4660,2.398,2.22148125,Train
969,3.105,2.562781542,Train
1212,2.702,2.73685604,Train
4746,1.912,1.95008438,Train
913,2.672,2.80399507,Train
4498,2.86,2.78642481,Train
4452,2.581,2.533136357,Train
2900,1.84,1.923454007,Train
2411,2.406,2.319360185,Train
4022,1.979,1.945555027,Train
723,2.952,2.941203142,Train
2126,2.243,2.236066883,Train
3103,2.094,2.269522265,Train
2123,2.502,2.414549952,Train
1027,2.19,2.168987367,Train
597,1.862,1.890372417,Train
6,2.492,2.402433341,Train
1061,2.225,2.388190972,Train
1449,2.338,2.230842863,Train
4726,2.395,2.584215611,Train
4140,1.913,1.936843946,Train
997,2.132,2.18315021,Train
4477,1.92,1.935399639,Train
4884,2.1,2.161332761,Train
3938,2.076,2.323642663,Train
4987,2.843,2.932949035,Train
653,3.035,3.035195145,Train
3378,2.074,2.108756895,Train
1467,2.661,2.769189193,Train
3951,2.328,2.360947444,Train
48,1.902,1.978738708,Train
318,2.07,2.150718943,Train
919,1.96,1.974595274,Train
4299,2.316,2.350794243,Train
1609,2.862,2.617612568,Train
1950,2.768,2.651579864,Train
3498,2.641,2.654790028,Train
4736,2.539,2.563754447,Train
340,2.283,2.21266711,Train
4950,1.991,1.947406622,Train
4827,2.585,2.554607362,Train
3930,2.392,2.303433684,Train
4957,1.774,1.84629236,Train
3631,2.645,2.654145194,Train
1215,2.775,2.79345911,Train
2415,1.861,1.852611655,Train
4691,2.169,2.192501823,Train
4940,1.735,1.790982941,Train
2886,2.737,2.802330367,Train
518,1.775,1.713681112,Train
1724,2.736,2.611063926,Train
4085,2.674,2.813327407,Train
2876,2.406,2.274428749,Train
766,2.619,2.696527109,Train
3493,2.611,2.531968731,Train
1168,2.411,2.633717995,Train
474,3.469,3.245093885,Train
3414,2.485,2.508486012,Train
3883,1.733,1.705687414,Train
4344,2.616,2.550417498,Train
268,1.929,1.932020877,Train
1049,2.592,2.640983215,Train
3536,3.22,3.114215458,Train
3609,3.057,2.97564058,Train
4665,1.926,1.955156676,Train
4720,3.049,2.909189014,Train
107,2.966,2.777798047,Train
4739,2.948,2.974733341,Train
3338,2.428,2.422581274,Train
3575,2.285,2.385041031,Train
1983,2.524,2.547804462,Train
2573,2.816,3.002094814,Train
4765,1.904,1.975821141,Train
4267,1.663,1.705469725,Train
4410,2.671,2.573450632,Train
3769,3.001,3.019762502,Train
1426,2.628,2.4823008,Train
3038,2.033,1.995310155,Train
3994,2.929,2.850593218,Train
2868,2.379,2.544506402,Train
2946,3.046,3.095477386,Train
1694,1.782,1.822564622,Train
2554,1.882,1.845845073,Train
813,2.284,2.248300513,Train
1476,2.452,2.41634531,Train
1158,2.895,2.779561548,Train
2558,2.766,2.803894263,Train
2857,2.726,2.758835022,Train
912,2.648,2.533370173,Train
2252,2.391,2.296921932,Train
4799,1.996,1.963900469,Train
2535,1.961,2.219663267,Train
3239,1.976,2.106599819,Train
438,1.969,1.978185006,Train
4989,1.954,2.201091663,Train
609,2.811,2.684246018,Train
2621,2.006,2.06644711,Train
3048,2.3,2.431954987,Train
3447,2.77,2.819359378,Train
4198,2.239,2.229421932,Train
1055,2.345,2.4195344,Train
3540,1.98,2.095205698,Train
1354,2.883,2.833768864,Train
993,2.746,2.766939718,Train
2095,2.161,2.103624398,Train
4150,2.13,2.168233992,Train
3376,2.03,2.025059345,Train
2142,2.794,2.722281988,Train
4874,1.785,1.849318597,Train
1603,2.686,2.67465029,Train
4812,1.919,1.973369529,Train
1296,2.242,2.293290493,Train
1808,2.808,2.921274203,Train
4698,2.741,2.815906111,Train
3002,2.881,2.747274794,Train
3890,2.609,2.806593388,Train
